accountId,type,amount,daysAgo,description,reference
ACC-CA-017,DEBIT,285.00,151,Savings transfer to SA_017,demo-savings-017-0
SA_017,CREDIT,285.00,151,Savings transfer from ACC-CA-017,demo-savings-017-0
ACC-CA-017,CREDIT,2865.00,148,Monthly salary - Atelier Demo,salary-17-1
ACC-CA-017,DEBIT,856.00,145,Monthly rent,rent-17-1
ACC-CA-017,DEBIT,106.40,140,Electricity and internet,bills-17-1
ACC-CA-017,DEBIT,182.65,132,Groceries - Marche Demo,groceries-17-1
ACC-CA-017,DEBIT,12.99,127,Music subscription,music-17-1
ACC-CA-017,DEBIT,285.00,121,Savings transfer to SA_017,demo-savings-017-1
SA_017,CREDIT,285.00,121,Savings transfer from ACC-CA-017,demo-savings-017-1
ACC-CA-017,CREDIT,2865.00,118,Monthly salary - Atelier Demo,salary-17-2
ACC-CA-017,DEBIT,856.00,115,Monthly rent,rent-17-2
ACC-CA-017,DEBIT,106.40,110,Electricity and internet,bills-17-2
ACC-CA-017,DEBIT,185.65,102,Groceries - Marche Demo,groceries-17-2
ACC-CA-017,DEBIT,12.99,97,Music subscription,music-17-2
ACC-CA-017,DEBIT,285.00,91,Savings transfer to SA_017,demo-savings-017-2
SA_017,CREDIT,285.00,91,Savings transfer from ACC-CA-017,demo-savings-017-2
ACC-CA-017,CREDIT,2865.00,88,Monthly salary - Atelier Demo,salary-17-3
ACC-CA-017,DEBIT,856.00,85,Monthly rent,rent-17-3
ACC-CA-017,DEBIT,106.40,80,Electricity and internet,bills-17-3
ACC-CA-017,DEBIT,188.65,72,Groceries - Marche Demo,groceries-17-3
ACC-CA-017,DEBIT,12.99,67,Music subscription,music-17-3
ACC-CA-017,DEBIT,285.00,61,Savings transfer to SA_017,demo-savings-017-3
SA_017,CREDIT,285.00,61,Savings transfer from ACC-CA-017,demo-savings-017-3
ACC-CA-017,CREDIT,2865.00,58,Monthly salary - Atelier Demo,salary-17-4
ACC-CA-017,DEBIT,856.00,55,Monthly rent,rent-17-4
ACC-CA-017,DEBIT,106.40,50,Electricity and internet,bills-17-4
ACC-CA-017,DEBIT,191.65,42,Groceries - Marche Demo,groceries-17-4
ACC-CA-017,DEBIT,12.99,37,Music subscription,music-17-4
ACC-CA-017,DEBIT,285.00,31,Savings transfer to SA_017,demo-savings-017-4
SA_017,CREDIT,285.00,31,Savings transfer from ACC-CA-017,demo-savings-017-4
ACC-CA-017,CREDIT,2865.00,28,Monthly salary - Atelier Demo,salary-17-5
ACC-CA-017,DEBIT,856.00,25,Monthly rent,rent-17-5
ACC-CA-017,DEBIT,106.40,20,Electricity and internet,bills-17-5
ACC-CA-017,DEBIT,194.65,12,Groceries - Marche Demo,groceries-17-5
ACC-CA-017,DEBIT,12.99,7,Music subscription,music-17-5
ACC-CA-017,DEBIT,285.00,1,Savings transfer to SA_017,demo-savings-017-5
SA_017,CREDIT,285.00,1,Savings transfer from ACC-CA-017,demo-savings-017-5
ACC-CA-018,CREDIT,2730.00,181,Opening deposit,opening-ACC-CA-018
SA_018,CREDIT,5560.00,181,Opening savings deposit,opening-SA_018
ACC-CA-018,CREDIT,2910.00,178,Monthly salary - Atelier Demo,salary-18-0
ACC-CA-018,DEBIT,864.00,175,Monthly rent,rent-18-0
ACC-CA-018,DEBIT,107.40,170,Electricity and internet,bills-18-0
ACC-CA-018,DEBIT,181.65,162,Groceries - Marche Demo,groceries-18-0
ACC-CA-018,DEBIT,12.99,157,Music subscription,music-18-0
ACC-CA-018,DEBIT,290.00,151,Savings transfer to SA_018,demo-savings-018-0
SA_018,CREDIT,290.00,151,Savings transfer from ACC-CA-018,demo-savings-018-0
ACC-CA-018,CREDIT,2910.00,148,Monthly salary - Atelier Demo,salary-18-1
ACC-CA-018,DEBIT,864.00,145,Monthly rent,rent-18-1
ACC-CA-018,DEBIT,107.40,140,Electricity and internet,bills-18-1
ACC-CA-018,DEBIT,184.65,132,Groceries - Marche Demo,groceries-18-1
ACC-CA-018,DEBIT,12.99,127,Music subscription,music-18-1
ACC-CA-018,DEBIT,290.00,121,Savings transfer to SA_018,demo-savings-018-1
SA_018,CREDIT,290.00,121,Savings transfer from ACC-CA-018,demo-savings-018-1
ACC-CA-018,CREDIT,2910.00,118,Monthly salary - Atelier Demo,salary-18-2
ACC-CA-018,DEBIT,864.00,115,Monthly rent,rent-18-2
ACC-CA-018,DEBIT,107.40,110,Electricity and internet,bills-18-2
ACC-CA-018,DEBIT,187.65,102,Groceries - Marche Demo,groceries-18-2
ACC-CA-018,DEBIT,12.99,97,Music subscription,music-18-2
ACC-CA-018,DEBIT,290.00,91,Savings transfer to SA_018,demo-savings-018-2
SA_018,CREDIT,290.00,91,Savings transfer from ACC-CA-018,demo-savings-018-2
ACC-CA-018,CREDIT,2910.00,88,Monthly salary - Atelier Demo,salary-18-3
ACC-CA-018,DEBIT,864.00,85,Monthly rent,rent-18-3
ACC-CA-018,DEBIT,107.40,80,Electricity and internet,bills-18-3
ACC-CA-018,DEBIT,190.65,72,Groceries - Marche Demo,groceries-18-3
ACC-CA-018,DEBIT,12.99,67,Music subscription,music-18-3
ACC-CA-018,DEBIT,290.00,61,Savings transfer to SA_018,demo-savings-018-3
SA_018,CREDIT,290.00,61,Savings transfer from ACC-CA-018,demo-savings-018-3
ACC-CA-018,CREDIT,2910.00,58,Monthly salary - Atelier Demo,salary-18-4
ACC-CA-018,DEBIT,864.00,55,Monthly rent,rent-18-4
ACC-CA-018,DEBIT,107.40,50,Electricity and internet,bills-18-4
ACC-CA-018,DEBIT,193.65,42,Groceries - Marche Demo,groceries-18-4
ACC-CA-018,DEBIT,12.99,37,Music subscription,music-18-4
ACC-CA-018,DEBIT,290.00,31,Savings transfer to SA_018,demo-savings-018-4
SA_018,CREDIT,290.00,31,Savings transfer from ACC-CA-018,demo-savings-018-4
ACC-CA-018,CREDIT,2910.00,28,Monthly salary - Atelier Demo,salary-18-5
ACC-CA-018,DEBIT,864.00,25,Monthly rent,rent-18-5
ACC-CA-018,DEBIT,107.40,20,Electricity and internet,bills-18-5
ACC-CA-018,DEBIT,196.65,12,Groceries - Marche Demo,groceries-18-5
ACC-CA-018,DEBIT,12.99,7,Music subscription,music-18-5
ACC-CA-018,DEBIT,290.00,1,Savings transfer to SA_018,demo-savings-018-5
SA_018,CREDIT,290.00,1,Savings transfer from ACC-CA-018,demo-savings-018-5
ACC-CA-019,CREDIT,2815.00,181,Opening deposit,opening-ACC-CA-019
SA_019,CREDIT,5730.00,181,Opening savings deposit,opening-SA_019
ACC-CA-019,CREDIT,2955.00,178,Monthly salary - Atelier Demo,salary-19-0
ACC-CA-019,DEBIT,872.00,175,Monthly rent,rent-19-0
ACC-CA-019,DEBIT,108.40,170,Electricity and internet,bills-19-0
ACC-CA-019,DEBIT,183.65,162,Groceries - Marche Demo,groceries-19-0
ACC-CA-019,DEBIT,12.99,157,Music subscription,music-19-0
ACC-CA-019,DEBIT,295.00,151,Savings transfer to SA_019,demo-savings-019-0
SA_019,CREDIT,295.00,151,Savings transfer from ACC-CA-019,demo-savings-019-0
ACC-CA-019,CREDIT,2955.00,148,Monthly salary - Atelier Demo,salary-19-1
ACC-CA-019,DEBIT,872.00,145,Monthly rent,rent-19-1
ACC-CA-019,DEBIT,108.40,140,Electricity and internet,bills-19-1
ACC-CA-019,DEBIT,186.65,132,Groceries - Marche Demo,groceries-19-1
ACC-CA-019,DEBIT,12.99,127,Music subscription,music-19-1
ACC-CA-019,DEBIT,295.00,121,Savings transfer to SA_019,demo-savings-019-1
SA_019,CREDIT,295.00,121,Savings transfer from ACC-CA-019,demo-savings-019-1
ACC-CA-019,CREDIT,2955.00,118,Monthly salary - Atelier Demo,salary-19-2
ACC-CA-019,DEBIT,872.00,115,Monthly rent,rent-19-2
ACC-CA-019,DEBIT,108.40,110,Electricity and internet,bills-19-2
ACC-CA-019,DEBIT,189.65,102,Groceries - Marche Demo,groceries-19-2
ACC-CA-019,DEBIT,12.99,97,Music subscription,music-19-2
ACC-CA-019,DEBIT,295.00,91,Savings transfer to SA_019,demo-savings-019-2
SA_019,CREDIT,295.00,91,Savings transfer from ACC-CA-019,demo-savings-019-2
ACC-CA-019,CREDIT,2955.00,88,Monthly salary - Atelier Demo,salary-19-3
ACC-CA-019,DEBIT,872.00,85,Monthly rent,rent-19-3
ACC-CA-019,DEBIT,108.40,80,Electricity and internet,bills-19-3
ACC-CA-019,DEBIT,192.65,72,Groceries - Marche Demo,groceries-19-3
ACC-CA-019,DEBIT,12.99,67,Music subscription,music-19-3
ACC-CA-019,DEBIT,295.00,61,Savings transfer to SA_019,demo-savings-019-3
SA_019,CREDIT,295.00,61,Savings transfer from ACC-CA-019,demo-savings-019-3
ACC-CA-019,CREDIT,2955.00,58,Monthly salary - Atelier Demo,salary-19-4
ACC-CA-019,DEBIT,872.00,55,Monthly rent,rent-19-4
ACC-CA-019,DEBIT,108.40,50,Electricity and internet,bills-19-4
ACC-CA-019,DEBIT,195.65,42,Groceries - Marche Demo,groceries-19-4
ACC-CA-019,DEBIT,12.99,37,Music subscription,music-19-4
ACC-CA-019,DEBIT,295.00,31,Savings transfer to SA_019,demo-savings-019-4
SA_019,CREDIT,295.00,31,Savings transfer from ACC-CA-019,demo-savings-019-4
ACC-CA-019,CREDIT,2955.00,28,Monthly salary - Atelier Demo,salary-19-5
ACC-CA-019,DEBIT,872.00,25,Monthly rent,rent-19-5
ACC-CA-019,DEBIT,108.40,20,Electricity and internet,bills-19-5
ACC-CA-019,DEBIT,198.65,12,Groceries - Marche Demo,groceries-19-5
ACC-CA-019,DEBIT,12.99,7,Music subscription,music-19-5
ACC-CA-019,DEBIT,295.00,1,Savings transfer to SA_019,demo-savings-019-5
SA_019,CREDIT,295.00,1,Savings transfer from ACC-CA-019,demo-savings-019-5
ACC-CA-020,CREDIT,2900.00,181,Opening deposit,opening-ACC-CA-020
SA_020,CREDIT,5900.00,181,Opening savings deposit,opening-SA_020
ACC-CA-020,CREDIT,3000.00,178,Monthly salary - Atelier Demo,salary-20-0
ACC-CA-020,DEBIT,880.00,175,Monthly rent,rent-20-0
ACC-CA-020,DEBIT,109.40,170,Electricity and internet,bills-20-0
ACC-CA-020,DEBIT,185.65,162,Groceries - Marche Demo,groceries-20-0
ACC-CA-020,DEBIT,12.99,157,Music subscription,music-20-0
ACC-CA-020,DEBIT,300.00,151,Savings transfer to SA_020,demo-savings-020-0
SA_020,CREDIT,300.00,151,Savings transfer from ACC-CA-020,demo-savings-020-0
ACC-CA-020,CREDIT,3000.00,148,Monthly salary - Atelier Demo,salary-20-1
ACC-CA-020,DEBIT,880.00,145,Monthly rent,rent-20-1
ACC-CA-020,DEBIT,109.40,140,Electricity and internet,bills-20-1
ACC-CA-020,DEBIT,188.65,132,Groceries - Marche Demo,groceries-20-1
ACC-CA-020,DEBIT,12.99,127,Music subscription,music-20-1
ACC-CA-020,DEBIT,300.00,121,Savings transfer to SA_020,demo-savings-020-1
SA_020,CREDIT,300.00,121,Savings transfer from ACC-CA-020,demo-savings-020-1
ACC-CA-020,CREDIT,3000.00,118,Monthly salary - Atelier Demo,salary-20-2
ACC-CA-020,DEBIT,880.00,115,Monthly rent,rent-20-2
ACC-CA-020,DEBIT,109.40,110,Electricity and internet,bills-20-2
ACC-CA-020,DEBIT,191.65,102,Groceries - Marche Demo,groceries-20-2
ACC-CA-020,DEBIT,12.99,97,Music subscription,music-20-2
ACC-CA-020,DEBIT,300.00,91,Savings transfer to SA_020,demo-savings-020-2
SA_020,CREDIT,300.00,91,Savings transfer from ACC-CA-020,demo-savings-020-2
ACC-CA-020,CREDIT,3000.00,88,Monthly salary - Atelier Demo,salary-20-3
ACC-CA-020,DEBIT,880.00,85,Monthly rent,rent-20-3
ACC-CA-020,DEBIT,109.40,80,Electricity and internet,bills-20-3
ACC-CA-020,DEBIT,194.65,72,Groceries - Marche Demo,groceries-20-3
ACC-CA-020,DEBIT,12.99,67,Music subscription,music-20-3
ACC-CA-020,DEBIT,300.00,61,Savings transfer to SA_020,demo-savings-020-3
SA_020,CREDIT,300.00,61,Savings transfer from ACC-CA-020,demo-savings-020-3
ACC-CA-020,CREDIT,3000.00,58,Monthly salary - Atelier Demo,salary-20-4
ACC-CA-020,DEBIT,880.00,55,Monthly rent,rent-20-4
ACC-CA-020,DEBIT,109.40,50,Electricity and internet,bills-20-4
ACC-CA-020,DEBIT,197.65,42,Groceries - Marche Demo,groceries-20-4
ACC-CA-020,DEBIT,12.99,37,Music subscription,music-20-4
ACC-CA-020,DEBIT,300.00,31,Savings transfer to SA_020,demo-savings-020-4
SA_020,CREDIT,300.00,31,Savings transfer from ACC-CA-020,demo-savings-020-4
ACC-CA-020,CREDIT,3000.00,28,Monthly salary - Atelier Demo,salary-20-5
ACC-CA-020,DEBIT,880.00,25,Monthly rent,rent-20-5
ACC-CA-020,DEBIT,109.40,20,Electricity and internet,bills-20-5
ACC-CA-020,DEBIT,200.65,12,Groceries - Marche Demo,groceries-20-5
ACC-CA-020,DEBIT,12.99,7,Music subscription,music-20-5
ACC-CA-020,DEBIT,300.00,1,Savings transfer to SA_020,demo-savings-020-5
SA_020,CREDIT,300.00,1,Savings transfer from ACC-CA-020,demo-savings-020-5
ACC-CA-021,CREDIT,2985.00,181,Opening deposit,opening-ACC-CA-021
SA_021,CREDIT,6070.00,181,Opening savings deposit,opening-SA_021
ACC-CA-021,CREDIT,3045.00,178,Monthly salary - Atelier Demo,salary-21-0
ACC-CA-021,DEBIT,888.00,175,Monthly rent,rent-21-0
ACC-CA-021,DEBIT,110.40,170,Electricity and internet,bills-21-0
ACC-CA-021,DEBIT,187.65,162,Groceries - Marche Demo,groceries-21-0
ACC-CA-021,DEBIT,12.99,157,Music subscription,music-21-0
ACC-CA-021,DEBIT,305.00,151,Savings transfer to SA_021,demo-savings-021-0
SA_021,CREDIT,305.00,151,Savings transfer from ACC-CA-021,demo-savings-021-0
ACC-CA-021,CREDIT,3045.00,148,Monthly salary - Atelier Demo,salary-21-1
ACC-CA-021,DEBIT,888.00,145,Monthly rent,rent-21-1
ACC-CA-021,DEBIT,110.40,140,Electricity and internet,bills-21-1
ACC-CA-021,DEBIT,190.65,132,Groceries - Marche Demo,groceries-21-1
ACC-CA-021,DEBIT,12.99,127,Music subscription,music-21-1
ACC-CA-021,DEBIT,305.00,121,Savings transfer to SA_021,demo-savings-021-1
SA_021,CREDIT,305.00,121,Savings transfer from ACC-CA-021,demo-savings-021-1
ACC-CA-021,CREDIT,3045.00,118,Monthly salary - Atelier Demo,salary-21-2
ACC-CA-021,DEBIT,888.00,115,Monthly rent,rent-21-2
ACC-CA-021,DEBIT,110.40,110,Electricity and internet,bills-21-2
ACC-CA-021,DEBIT,193.65,102,Groceries - Marche Demo,groceries-21-2
ACC-CA-021,DEBIT,12.99,97,Music subscription,music-21-2
ACC-CA-021,DEBIT,305.00,91,Savings transfer to SA_021,demo-savings-021-2
SA_021,CREDIT,305.00,91,Savings transfer from ACC-CA-021,demo-savings-021-2
ACC-CA-021,CREDIT,3045.00,88,Monthly salary - Atelier Demo,salary-21-3
ACC-CA-021,DEBIT,888.00,85,Monthly rent,rent-21-3
ACC-CA-021,DEBIT,110.40,80,Electricity and internet,bills-21-3
ACC-CA-021,DEBIT,196.65,72,Groceries - Marche Demo,groceries-21-3
ACC-CA-021,DEBIT,12.99,67,Music subscription,music-21-3
ACC-CA-021,DEBIT,305.00,61,Savings transfer to SA_021,demo-savings-021-3
SA_021,CREDIT,305.00,61,Savings transfer from ACC-CA-021,demo-savings-021-3
ACC-CA-021,CREDIT,3045.00,58,Monthly salary - Atelier Demo,salary-21-4
ACC-CA-021,DEBIT,888.00,55,Monthly rent,rent-21-4
ACC-CA-021,DEBIT,110.40,50,Electricity and internet,bills-21-4
ACC-CA-021,DEBIT,199.65,42,Groceries - Marche Demo,groceries-21-4
ACC-CA-021,DEBIT,12.99,37,Music subscription,music-21-4
ACC-CA-021,DEBIT,305.00,31,Savings transfer to SA_021,demo-savings-021-4
SA_021,CREDIT,305.00,31,Savings transfer from ACC-CA-021,demo-savings-021-4
ACC-CA-021,CREDIT,3045.00,28,Monthly salary - Atelier Demo,salary-21-5
ACC-CA-021,DEBIT,888.00,25,Monthly rent,rent-21-5
ACC-CA-021,DEBIT,110.40,20,Electricity and internet,bills-21-5
ACC-CA-021,DEBIT,202.65,12,Groceries - Marche Demo,groceries-21-5
ACC-CA-021,DEBIT,12.99,7,Music subscription,music-21-5
ACC-CA-021,DEBIT,305.00,1,Savings transfer to SA_021,demo-savings-021-5
SA_021,CREDIT,305.00,1,Savings transfer from ACC-CA-021,demo-savings-021-5
ACC-CA-022,CREDIT,3070.00,181,Opening deposit,opening-ACC-CA-022
SA_022,CREDIT,6240.00,181,Opening savings deposit,opening-SA_022
ACC-CA-022,CREDIT,3090.00,178,Monthly salary - Atelier Demo,salary-22-0
ACC-CA-022,DEBIT,896.00,175,Monthly rent,rent-22-0
ACC-CA-022,DEBIT,111.40,170,Electricity and internet,bills-22-0
ACC-CA-022,DEBIT,189.65,162,Groceries - Marche Demo,groceries-22-0
ACC-CA-022,DEBIT,12.99,157,Music subscription,music-22-0
ACC-CA-022,DEBIT,310.00,151,Savings transfer to SA_022,demo-savings-022-0
SA_022,CREDIT,310.00,151,Savings transfer from ACC-CA-022,demo-savings-022-0
ACC-CA-022,CREDIT,3090.00,148,Monthly salary - Atelier Demo,salary-22-1
ACC-CA-022,DEBIT,896.00,145,Monthly rent,rent-22-1
ACC-CA-022,DEBIT,111.40,140,Electricity and internet,bills-22-1
ACC-CA-022,DEBIT,192.65,132,Groceries - Marche Demo,groceries-22-1
ACC-CA-022,DEBIT,12.99,127,Music subscription,music-22-1
ACC-CA-022,DEBIT,310.00,121,Savings transfer to SA_022,demo-savings-022-1
SA_022,CREDIT,310.00,121,Savings transfer from ACC-CA-022,demo-savings-022-1
ACC-CA-022,CREDIT,3090.00,118,Monthly salary - Atelier Demo,salary-22-2
ACC-CA-022,DEBIT,896.00,115,Monthly rent,rent-22-2
ACC-CA-022,DEBIT,111.40,110,Electricity and internet,bills-22-2
ACC-CA-022,DEBIT,195.65,102,Groceries - Marche Demo,groceries-22-2
ACC-CA-022,DEBIT,12.99,97,Music subscription,music-22-2
ACC-CA-022,DEBIT,310.00,91,Savings transfer to SA_022,demo-savings-022-2
SA_022,CREDIT,310.00,91,Savings transfer from ACC-CA-022,demo-savings-022-2
ACC-CA-022,CREDIT,3090.00,88,Monthly salary - Atelier Demo,salary-22-3
ACC-CA-022,DEBIT,896.00,85,Monthly rent,rent-22-3
ACC-CA-022,DEBIT,111.40,80,Electricity and internet,bills-22-3
ACC-CA-022,DEBIT,198.65,72,Groceries - Marche Demo,groceries-22-3
ACC-CA-022,DEBIT,12.99,67,Music subscription,music-22-3
ACC-CA-022,DEBIT,310.00,61,Savings transfer to SA_022,demo-savings-022-3
SA_022,CREDIT,310.00,61,Savings transfer from ACC-CA-022,demo-savings-022-3
ACC-CA-022,CREDIT,3090.00,58,Monthly salary - Atelier Demo,salary-22-4
ACC-CA-022,DEBIT,896.00,55,Monthly rent,rent-22-4
ACC-CA-022,DEBIT,111.40,50,Electricity and internet,bills-22-4
ACC-CA-022,DEBIT,201.65,42,Groceries - Marche Demo,groceries-22-4
ACC-CA-022,DEBIT,12.99,37,Music subscription,music-22-4
ACC-CA-022,DEBIT,310.00,31,Savings transfer to SA_022,demo-savings-022-4
SA_022,CREDIT,310.00,31,Savings transfer from ACC-CA-022,demo-savings-022-4
ACC-CA-022,CREDIT,3090.00,28,Monthly salary - Atelier Demo,salary-22-5
ACC-CA-022,DEBIT,896.00,25,Monthly rent,rent-22-5
ACC-CA-022,DEBIT,111.40,20,Electricity and internet,bills-22-5
ACC-CA-022,DEBIT,204.65,12,Groceries - Marche Demo,groceries-22-5
ACC-CA-022,DEBIT,12.99,7,Music subscription,music-22-5
ACC-CA-022,DEBIT,310.00,1,Savings transfer to SA_022,demo-savings-022-5
SA_022,CREDIT,310.00,1,Savings transfer from ACC-CA-022,demo-savings-022-5
ACC-CA-023,CREDIT,3155.00,181,Opening deposit,opening-ACC-CA-023
SA_023,CREDIT,6410.00,181,Opening savings deposit,opening-SA_023
ACC-CA-023,CREDIT,3135.00,178,Monthly salary - Atelier Demo,salary-23-0
ACC-CA-023,DEBIT,904.00,175,Monthly rent,rent-23-0
ACC-CA-023,DEBIT,112.40,170,Electricity and internet,bills-23-0
ACC-CA-023,DEBIT,191.65,162,Groceries - Marche Demo,groceries-23-0
ACC-CA-023,DEBIT,12.99,157,Music subscription,music-23-0
ACC-CA-023,DEBIT,315.00,151,Savings transfer to SA_023,demo-savings-023-0
SA_023,CREDIT,315.00,151,Savings transfer from ACC-CA-023,demo-savings-023-0
ACC-CA-023,CREDIT,3135.00,148,Monthly salary - Atelier Demo,salary-23-1
ACC-CA-023,DEBIT,904.00,145,Monthly rent,rent-23-1
ACC-CA-023,DEBIT,112.40,140,Electricity and internet,bills-23-1
ACC-CA-023,DEBIT,194.65,132,Groceries - Marche Demo,groceries-23-1
ACC-CA-023,DEBIT,12.99,127,Music subscription,music-23-1
ACC-CA-023,DEBIT,315.00,121,Savings transfer to SA_023,demo-savings-023-1
SA_023,CREDIT,315.00,121,Savings transfer from ACC-CA-023,demo-savings-023-1
ACC-CA-023,CREDIT,3135.00,118,Monthly salary - Atelier Demo,salary-23-2
ACC-CA-023,DEBIT,904.00,115,Monthly rent,rent-23-2
ACC-CA-023,DEBIT,112.40,110,Electricity and internet,bills-23-2
ACC-CA-023,DEBIT,197.65,102,Groceries - Marche Demo,groceries-23-2
ACC-CA-023,DEBIT,12.99,97,Music subscription,music-23-2
ACC-CA-023,DEBIT,315.00,91,Savings transfer to SA_023,demo-savings-023-2
SA_023,CREDIT,315.00,91,Savings transfer from ACC-CA-023,demo-savings-023-2
ACC-CA-023,CREDIT,3135.00,88,Monthly salary - Atelier Demo,salary-23-3
ACC-CA-023,DEBIT,904.00,85,Monthly rent,rent-23-3
ACC-CA-023,DEBIT,112.40,80,Electricity and internet,bills-23-3
ACC-CA-023,DEBIT,200.65,72,Groceries - Marche Demo,groceries-23-3
ACC-CA-023,DEBIT,12.99,67,Music subscription,music-23-3
ACC-CA-023,DEBIT,315.00,61,Savings transfer to SA_023,demo-savings-023-3
SA_023,CREDIT,315.00,61,Savings transfer from ACC-CA-023,demo-savings-023-3
ACC-CA-023,CREDIT,3135.00,58,Monthly salary - Atelier Demo,salary-23-4
ACC-CA-023,DEBIT,904.00,55,Monthly rent,rent-23-4
ACC-CA-023,DEBIT,112.40,50,Electricity and internet,bills-23-4
ACC-CA-023,DEBIT,203.65,42,Groceries - Marche Demo,groceries-23-4
ACC-CA-023,DEBIT,12.99,37,Music subscription,music-23-4
ACC-CA-023,DEBIT,315.00,31,Savings transfer to SA_023,demo-savings-023-4
SA_023,CREDIT,315.00,31,Savings transfer from ACC-CA-023,demo-savings-023-4
ACC-CA-023,CREDIT,3135.00,28,Monthly salary - Atelier Demo,salary-23-5
ACC-CA-023,DEBIT,904.00,25,Monthly rent,rent-23-5
ACC-CA-023,DEBIT,112.40,20,Electricity and internet,bills-23-5
ACC-CA-023,DEBIT,206.65,12,Groceries - Marche Demo,groceries-23-5
ACC-CA-023,DEBIT,12.99,7,Music subscription,music-23-5
ACC-CA-023,DEBIT,315.00,1,Savings transfer to SA_023,demo-savings-023-5
SA_023,CREDIT,315.00,1,Savings transfer from ACC-CA-023,demo-savings-023-5
ACC-CA-024,CREDIT,3240.00,181,Opening deposit,opening-ACC-CA-024
SA_024,CREDIT,6580.00,181,Opening savings deposit,opening-SA_024
ACC-CA-024,CREDIT,3180.00,178,Monthly salary - Atelier Demo,salary-24-0
ACC-CA-024,DEBIT,912.00,175,Monthly rent,rent-24-0
ACC-CA-024,DEBIT,113.40,170,Electricity and internet,bills-24-0
ACC-CA-024,DEBIT,193.65,162,Groceries - Marche Demo,groceries-24-0
ACC-CA-024,DEBIT,12.99,157,Music subscription,music-24-0
ACC-CA-024,DEBIT,320.00,151,Savings transfer to SA_024,demo-savings-024-0
SA_024,CREDIT,320.00,151,Savings transfer from ACC-CA-024,demo-savings-024-0
ACC-CA-024,CREDIT,3180.00,148,Monthly salary - Atelier Demo,salary-24-1
ACC-CA-024,DEBIT,912.00,145,Monthly rent,rent-24-1
ACC-CA-024,DEBIT,113.40,140,Electricity and internet,bills-24-1
ACC-CA-024,DEBIT,196.65,132,Groceries - Marche Demo,groceries-24-1
ACC-CA-024,DEBIT,12.99,127,Music subscription,music-24-1
ACC-CA-024,DEBIT,320.00,121,Savings transfer to SA_024,demo-savings-024-1
SA_024,CREDIT,320.00,121,Savings transfer from ACC-CA-024,demo-savings-024-1
ACC-CA-024,CREDIT,3180.00,118,Monthly salary - Atelier Demo,salary-24-2
ACC-CA-024,DEBIT,912.00,115,Monthly rent,rent-24-2
ACC-CA-024,DEBIT,113.40,110,Electricity and internet,bills-24-2
ACC-CA-024,DEBIT,199.65,102,Groceries - Marche Demo,groceries-24-2
ACC-CA-024,DEBIT,12.99,97,Music subscription,music-24-2
ACC-CA-024,DEBIT,320.00,91,Savings transfer to SA_024,demo-savings-024-2
SA_024,CREDIT,320.00,91,Savings transfer from ACC-CA-024,demo-savings-024-2
ACC-CA-024,CREDIT,3180.00,88,Monthly salary - Atelier Demo,salary-24-3
ACC-CA-024,DEBIT,912.00,85,Monthly rent,rent-24-3
ACC-CA-024,DEBIT,113.40,80,Electricity and internet,bills-24-3
ACC-CA-024,DEBIT,202.65,72,Groceries - Marche Demo,groceries-24-3
ACC-CA-024,DEBIT,12.99,67,Music subscription,music-24-3
ACC-CA-024,DEBIT,320.00,61,Savings transfer to SA_024,demo-savings-024-3
SA_024,CREDIT,320.00,61,Savings transfer from ACC-CA-024,demo-savings-024-3
ACC-CA-024,CREDIT,3180.00,58,Monthly salary - Atelier Demo,salary-24-4
ACC-CA-024,DEBIT,912.00,55,Monthly rent,rent-24-4
ACC-CA-024,DEBIT,113.40,50,Electricity and internet,bills-24-4
ACC-CA-024,DEBIT,205.65,42,Groceries - Marche Demo,groceries-24-4
ACC-CA-024,DEBIT,12.99,37,Music subscription,music-24-4
ACC-CA-024,DEBIT,320.00,31,Savings transfer to SA_024,demo-savings-024-4
SA_024,CREDIT,320.00,31,Savings transfer from ACC-CA-024,demo-savings-024-4
ACC-CA-024,CREDIT,3180.00,28,Monthly salary - Atelier Demo,salary-24-5
ACC-CA-024,DEBIT,912.00,25,Monthly rent,rent-24-5
ACC-CA-024,DEBIT,113.40,20,Electricity and internet,bills-24-5
ACC-CA-024,DEBIT,208.65,12,Groceries - Marche Demo,groceries-24-5
ACC-CA-024,DEBIT,12.99,7,Music subscription,music-24-5
ACC-CA-024,DEBIT,320.00,1,Savings transfer to SA_024,demo-savings-024-5
SA_024,CREDIT,320.00,1,Savings transfer from ACC-CA-024,demo-savings-024-5
ACC-CA-025,CREDIT,3325.00,181,Opening deposit,opening-ACC-CA-025
SA_025,CREDIT,6750.00,181,Opening savings deposit,opening-SA_025
ACC-CA-025,CREDIT,3225.00,178,Monthly salary - Atelier Demo,salary-25-0
ACC-CA-025,DEBIT,920.00,175,Monthly rent,rent-25-0
ACC-CA-025,DEBIT,114.40,170,Electricity and internet,bills-25-0
ACC-CA-025,DEBIT,195.65,162,Groceries - Marche Demo,groceries-25-0
ACC-CA-025,DEBIT,12.99,157,Music subscription,music-25-0
ACC-CA-025,DEBIT,325.00,151,Savings transfer to SA_025,demo-savings-025-0
SA_025,CREDIT,325.00,151,Savings transfer from ACC-CA-025,demo-savings-025-0
ACC-CA-025,CREDIT,3225.00,148,Monthly salary - Atelier Demo,salary-25-1
ACC-CA-025,DEBIT,920.00,145,Monthly rent,rent-25-1
